pk,record,datetime,user,project_id,VarLabel,VarName,VarDescription,FieldType,VarBlank,VarNull,Identifier,VarMaxDigits,VarMaxDecimalPlaces,VarMaxLength
778,1,2012-08-31 19:22,paulina,2,"SAGE-Transfer from bed to chair-If moderate, do you require help from another person?",SAGE_TransferModerate_Help,Does patient require assistance transferring from bed to chair,RadioButton,0,0,0,NULL,NULL,NULL
779,1,2012-08-31 19:22,paulina,2,SAGE-15. Bathing and Toileting,SAGE_BathingToileting,Does patient have difficulty bathing/toileting,RadioButton,0,0,0,NULL,NULL,NULL
780,1,2012-08-31 19:24,paulina,2,"SAGE-Bathing/Toileting-If moderate, do you require help from another person?",SAGE_BathingToiletingModerate_Help,Does patient require assistance bathing/toileting,RadioButton,0,0,0,NULL,NULL,NULL
781,1,2012-08-31 19:24,paulina,2,SAGE_Score,SAGE_Score,Total Score on SAGE,BigIntegerField,0,1,0,NULL,NULL,NULL
782,1,2012-08-31 19:29,paulina,2,SAGE-16. Activity Performance-Memory problems,SAGE_ActivityPerf_MemoryProblems,Have memory problems limited patient's activity performance,BooleanField,0,0,0,NULL,NULL,NULL
783,1,2012-08-31 19:30,paulina,2,SAGE-16. Activity Performance-Arthritis,SAGE_ActivityPerf_Arthritis,Has Arthritis limited patient's activity performance,BooleanField,0,0,0,NULL,NULL,NULL
784,1,2012-08-31 19:31,paulina,2,SAGE-16. Activity Performance-Shortness of breath,SAGE_ActivityPerf_ShortnessBreath,Has shortness of breath limited patient's activity performance,BooleanField,0,0,0,NULL,NULL,NULL
785,1,2012-08-31 19:32,paulina,2,SAGE-16. Activity Performance-Chest Pain,SAGE_ActivityPerf_ChestPain,Have chest pains limited patient's activity performance,BooleanField,0,0,0,NULL,NULL,NULL
786,1,2012-08-31 19:34,paulina,2,SAGE-16. Activity Performance-Physical Injury,SAGE_ActivityPerf_PhysicalInjury,Has physical injury limited patient's activity performance,BooleanField,0,0,0,NULL,NULL,NULL
787,1,2012-08-31 19:35,paulina,2,SAGE-16. Activity Performance-Stroke or TIA,SAGE_ActivityPerf_StrokeTIA,Has Stroke/TIA limited patient's activity performance,BooleanField,0,0,0,NULL,NULL,NULL
788,1,2012-08-31 19:35,paulina,2,SAGE-16. Activity Performance-Heart Failure,SAGE_ActivityPerf_HeartFailure,Has Heart Failure limited patient's activity performance,BooleanField,0,0,0,NULL,NULL,NULL
789,1,2012-08-31 19:36,paulina,2,SAGE-16. Activity Performance-Loss of Vision,SAGE_ActivityPerf_VisionLoss,Has vision loss limited patient's activity performance,RadioButton,0,0,0,NULL,NULL,NULL
790,1,2012-08-31 19:37,paulina,2,SAGE-16. Activity Performance-Unsteadiness,SAGE_ActivityPerf_Unsteadiness,Has unsteadiness limited patient's activity performance,BooleanField,0,0,0,NULL,NULL,NULL
791,1,2012-08-31 19:38,paulina,2,SAGE-16. Activity Performance-Other,SAGE_ActivityPerf_Other,Has any other problem limited patient's ability to perform activities. Specify.,CharField,0,0,0,NULL,NULL,30
792,1,2012-08-31 19:39,paulina,2,SAGE-16. Activity Performance-None of the Abover,SAGE_ActivityPerf_None,None of the above options have limited patient's ability to perform activities,BooleanField,0,0,0,NULL,NULL,NULL
793,1,2012-08-31 19:39,paulina,2,SAGE-16. Activity Performance-Not sure,SAGE_ActivityPerf_NotSure,Patient not sure,BooleanField,0,0,0,NULL,NULL,NULL
794,1,2012-08-31 19:40,paulina,2,SAGE_Site Investigator/Nurse Signature,SAGE_InvestigatorNurse_Signature,Signature of site investigator of nurse,CharField,0,0,0,NULL,NULL,30
795,1,2012-08-31 19:46,paulina,2,SAGE-Site Investigator/Nurse Printed Name,SAGE_InvestigatorNurse_PrintName,Printed Name of site investigator or nurse,CharField,0,0,0,NULL,NULL,30
796,1,2012-08-31 19:47,paulina,2,SAGE-End Date,SAGE_EndDate,Date at end of form,DateField,0,0,0,NULL,NULL,NULL
797,1,2012-08-31 20:18,paulina,2,CBS_Caregiver Name,CBS_CaregiverName,Name of Caregiver,CharField,0,0,0,NULL,NULL,30
798,1,2012-08-31 20:20,paulina,2,CBS-Date,CBS_Date,Date Caregiver Burden Test was given,DateField,0,0,0,NULL,NULL,NULL
799,1,2012-08-31 20:22,paulina,2,CBS-1. Do you feel that your relative asks for more help than he or she needs?,CBS_AsksMoreThanNeeds,Patient asks for more than what they need,RadioButton,0,0,0,NULL,NULL,NULL
800,1,2012-08-31 20:23,paulina,2,"CBS-2. Do you feel that because of the time you spend with your relative, you do not have enough time for yourself?",CBS_NotEnoughTimeForSelf,Does caregiver have enough time for self,RadioButton,0,0,0,NULL,NULL,NULL
801,1,2012-08-31 20:25,paulina,2,CBS-3. Do you feel stressed between caring for your relative and trying to meet other responsibilities,CBS_Stress_Overwhelmed,Caregiver stressed about meeting own responsibilities,RadioButton,0,0,0,NULL,NULL,NULL
802,1,2012-08-31 20:26,paulina,2,CBS-4. Do you feel embarrassed over your relatives behavior?,CBS_Embarassment,Does caregiver feel embarrassed of relative,RadioButton,0,0,0,NULL,NULL,NULL
803,1,2012-08-31 20:27,paulina,2,CBS-5. Do you feel angry when you are around your relative?,CBS_Anger,Does caregiver feel anger around relative?,RadioButton,0,0,0,NULL,NULL,NULL
804,1,2012-08-31 20:31,paulina,2,CBS-6. Do you feel that your relative currently affects your relationship with other family members or friends in a negative way?,CBS_Relative_NegativeEffectRelationship,Caregiver feels relative affects their relationships with friends and family negatively,RadioButton,0,0,0,NULL,NULL,NULL
805,1,2012-08-31 20:33,paulina,2,CBS-7. Are you afraid about what the future holds for your relative?,CBS_FearFutureRelative,Does caregiver fear for relative's future,RadioButton,0,0,0,NULL,NULL,NULL
806,1,2012-08-31 20:35,paulina,2,CBS-8. Do you feel your relative is dependent on you?,CBS_RelativeDependent,Caregiver feels relative is dependent,RadioButton,0,0,0,NULL,NULL,NULL
807,1,2012-08-31 20:36,paulina,2,CBS-9. Do you feel strained when you are around your relative?,CBS_Strained,Caregiver feels strained by relative,RadioButton,0,0,0,NULL,NULL,NULL
808,1,2012-08-31 20:37,paulina,2,CBS-10. Do you feel your health has suffered because of your involvement with your relative?,CBS_HealthSuffered,Has Caregiver health suffered,RadioButton,0,0,0,NULL,NULL,NULL
809,1,2012-08-31 20:38,paulina,2,"CBS-11. Do you feel that you do not have as much privacy as you would like, because of your relative?",CBS_LackOfPrivacy,Does caregiver feel they have a lack of privacy,RadioButton,0,0,0,NULL,NULL,NULL
810,1,2012-08-31 20:39,paulina,2,CBS-12. Do you feel that your social life has suffered because you are caring for your relative?,CBS_SocialLifeSuffer,Does caregiver feel their social life has suffered,RadioButton,0,0,0,NULL,NULL,NULL
811,1,2012-08-31 20:40,paulina,2,"CBS-13. Do you feel uncomfortable about having friends over, because of your relative?",CBS_UncomfortableSocialSetting,Does caregiver feel uncomfortable around friends,RadioButton,0,0,0,NULL,NULL,NULL
812,1,2012-08-31 20:51,,0,Test Variable Delete Me,tvdma,Nothing Of Merit,BigIntegerField,1,1,1,NULL,NULL,NULL
813,1,2012-08-31 20:54,paulina,2,"CBS-14. Do you feel that your relative seems to expect you to take care of him or her, as if you were the only one he or she could depend on?",CBS_RelativeDependentExclusively,Does caregiver feel relative,RadioButton,0,0,0,NULL,NULL,NULL
814,1,2012-08-31 20:56,paulina,2,"CBS-15. Do you feel that you do not have enough money to care for your relative, in addition to the rest of your expenses?",CBS_MoneyExpenses,Does caregiver feel they do not have enough money to provide for relative,RadioButton,0,0,0,NULL,NULL,NULL
815,1,2012-08-31 20:57,paulina,2,CBS-16. Do you feel that you will be unable to take care of your relative much longer?,CBS_UnableToCareMuchLonger,Does caregiver feel they will not be able to care for relative much longer,RadioButton,0,0,0,NULL,NULL,NULL
816,1,2012-08-31 20:57,paulina,2,CBS-17. Do you feel you have lost control of your life since your relative's illness?,CBS_LossControlLife,Does caregiver feel they have lost control of their life,RadioButton,0,0,0,NULL,NULL,NULL
817,1,2012-08-31 20:58,paulina,2,CBS-18. Do you wish you could just leave the care of your relative to someone else?,CBS_LeaveCareSomeoneElse,Would caregiver rather leave care to someone else,RadioButton,0,0,0,NULL,NULL,NULL
818,1,2012-08-31 20:59,paulina,2,CBS-19. Do you feel uncertain about what to do about your relative?,CBS_Uncertainty,Does caregiver feel uncertain about care,RadioButton,0,0,0,NULL,NULL,NULL
819,1,2012-08-31 21:00,paulina,2,CBS-20. Do you feel you should be doing more for your relative?,CBS_FeelsShouldDoMore,Does caregiver feel they should be doing more,RadioButton,0,0,0,NULL,NULL,NULL
820,1,2012-08-31 21:01,paulina,2,CBS-21. Do you feel you could do a better job in caring for your relative?,CBS_BetterJob,Does caregiver feel they should be doing a better job,RadioButton,0,0,0,NULL,NULL,NULL
821,1,2012-08-31 21:02,paulina,2,"CBS-22. Overall, how burdened do you feel in caring for your r",CBS_Burdened,CBS_Burdened,RadioButton,0,0,0,NULL,NULL,NULL
822,1,2012-08-31 21:02,paulina,2,CBS-Total Score,CBS_Total_Score,Total score of CBS test,BigIntegerField,0,0,0,NULL,NULL,NULL
823,1,2012-08-31 21:25,paulina,2,FBI-Caregiver Name,FBI_CaregiverName,Caregiver name,CharField,0,0,0,NULL,NULL,30
824,1,2012-08-31 21:27,paulina,2,FBI-Relationship,FBI_Relationship,Relationship,CharField,0,0,0,NULL,NULL,30
825,1,2012-08-31 21:27,paulina,2,FBI_Date,FBI_Date,Date FBI form given,DateField,0,0,0,NULL,NULL,NULL
826,1,2012-08-31 21:29,paulina,2,FBI-1. Apathy: Has s/he lost interest in friends or daily activities,FBI_Apathy,Apathy of patient,RadioButton,0,0,0,NULL,NULL,NULL
827,1,2012-08-31 21:30,paulina,2,"FBI-2. Apontaneity: Does s/he start things on his/her own, or does s/he have to be asked?",FBI_Aspontaneity,Asontaneity of patient,RadioButton,0,0,0,NULL,NULL,NULL
828,1,2012-08-31 21:31,paulina,2,"FBI-3. Indifference, Emotional Flatness: Does s/he respond to occasions of joy or sadness as much as ever, or has s/he lost emotional responsiveness?",FBI_Indifference_EmotionalFlatness,Is patient indifferent/emotionally flat,RadioButton,0,0,0,NULL,NULL,NULL
829,1,2012-08-31 21:33,paulina,2,FBI-4. Inflexibility: Can s/he change his/her mind with reason or does s/he appear stubbor or rigid in thinking lately?,FBI_Inflexibility,Is patient inflexible,RadioButton,0,0,0,NULL,NULL,NULL
830,1,2012-08-31 21:34,paulina,2,FBI-5. Concreteness: Does s/he interpret what is being said appropriately or does s/he choose only the concrete meanings of what is being said?,FBI_Concreteness,Is patient concrete in interpretations,RadioButton,0,0,0,NULL,NULL,NULL
831,1,2012-08-31 21:36,paulina,2,FBI-6. Personal Neglect: Does s/he take as much care of his/her personal hygiene and appearance as usual?,FBI_PersonalNeglect,Is personal neglect present in patient,RadioButton,0,0,0,NULL,NULL,NULL
832,1,2012-08-31 21:37,paulina,2,"FBI-7. Disorganization: Can s/he plan and organize complex activity or is s/he easily distractible, impersistent, or unable to complete a job?",FBI_Disorganization,Is patient disorganized,RadioButton,0,0,0,NULL,NULL,NULL
833,1,2012-08-31 21:38,paulina,2,FBI-8. Inattention: Odes s/he pay attention to what is going on or does s/he seem to loose track or not follow at all?,FBI_Inattention,Is inattention present in patient,RadioButton,0,0,0,NULL,NULL,NULL
834,1,2012-08-31 21:39,paulina,2,"FBI-9. Loss of Insight: Is s/he aware of any problems or changes, or does s/he seem unaware of them ro deny them when discussed?",FBI_LossOfInsight,Is loss of insight present in patient,RadioButton,0,0,0,NULL,NULL,NULL
835,1,2012-08-31 21:40,paulina,2,FBI-10. Logopenia: Has s/he been talking clearly or has s/he been making errors in speech? Is there slurring or hesitation?,FBI_Logopenia,Is logopenia present in patient,RadioButton,0,0,0,NULL,NULL,NULL
836,1,2012-08-31 21:42,paulina,2,FBI-11. Verbal Apraxia: Has s/he been talking clearly or has s/he been making errors in speech? Is there slurring or hesitation?,FBI_VerbalApraxia,Is verbal apraxia present in patient,RadioButton,0,0,0,NULL,NULL,NULL
837,1,2012-08-31 21:43,paulina,2,FBI-12. Perseveration: Does s/he repeat or persevate actions or remarks?,FBI_Perseveration,Is perseveration present in patient,RadioButton,0,0,0,NULL,NULL,NULL
838,1,2012-08-31 21:44,paulina,2,"FBI-13. Irritibility: Has s/he been irritable, short-tempered, or is s/he reacting to stress or frustration as s/he always had",FBI_Irritibility,Has patient been irritable ,RadioButton,0,0,0,NULL,NULL,NULL
839,1,2012-08-31 21:50,paulina,2,FBI-14. Excessive Jocularity: Has s/he been making jokes excessivly or offensively or at the wrong time,FBI_ExcessJocularity,Has excessive jocularity been present in patient,RadioButton,0,0,0,NULL,NULL,NULL
840,1,2012-08-31 21:52,paulina,2,"FBI-15. Poor Judgement: Has s/he been using good judgement in decisions or in driving, or has s/he acted irresponsibly, neglectfully or in poor judgment?",FBI_PoorJudgement,Has patient been inappropriate ,RadioButton,0,0,0,NULL,NULL,NULL
841,1,2012-08-31 21:53,paulina,2,"FBI-17. Impulsivity: Has s/he acted or spoken without thinking about consequences, or on the spur of the moment?",FBI_Impulsive,Has patient been impulsive,RadioButton,0,0,0,NULL,NULL,NULL
842,1,2012-08-31 21:54,paulina,2,"FBI-18. Restlessness: Has s/he shown aggression, or shouted at anyone or hurt them physically?",FBI_Restlessness,Has patient been restless,RadioButton,0,0,0,NULL,NULL,NULL
843,1,2012-08-31 21:56,paulina,2,"FBI-19. Aggression: Has s/he shown aggression, or shouted at anyone or hurt them physically?",FBI_Agression,Has patient been agressive,RadioButton,0,0,0,NULL,NULL,NULL
844,1,2012-08-31 21:58,paulina,2,"FBI-Hyperporality: Has s/he been drinking more than usual, eating excessively anything in sight, or even putting objects in his/her mouth?",FBI_Hyperporality,Has patient been displaying hyperporality?,RadioButton,0,0,0,NULL,NULL,NULL
845,1,2012-08-31 21:58,paulina,2,FBI-Hypersexuality,FBI_Hypersexuality,Has patient been hypersexual,RadioButton,0,0,0,NULL,NULL,NULL
846,1,2012-08-31 22:00,paulina,2,"FBI-22. Utilization Behaviour: Does s/he seem to need to touch, feel, examine, or pick up objects within reach and sight",FBI_UtilizationBehaviour,Does patient display utilization behavior,RadioButton,0,0,0,NULL,NULL,NULL
847,1,2012-08-31 22:01,paulina,2,"FBI-23. Incontinence: Does s/he have any problem using a hanf, and does it interfere with the other hand?",FBI_Incontinence,Is patient incontinent,RadioButton,0,0,0,NULL,NULL,NULL
848,1,2012-08-31 22:03,paulina,2,"FBI-24. Alien Hand-Does s/he have any problem using a hand, and does it interfere with the other hand? (excluding arthritis, trauma, paralysis etc.)",FBI_AlienHand,Does patient have issues with paralysis in hand,RadioButton,0,0,0,NULL,NULL,NULL
849,1,2012-08-31 22:03,paulina,2,FBI-Total Score,FBI_TotalScore,Total score of FBI test,BigIntegerField,0,1,0,3,0,3
850,1,2012-08-31 22:05,paulina,2,FAB-Patient/Client Name,FAB_PatientClient_Name,Name of Patient/Client ,CharField,0,0,0,NULL,NULL,30
851,1,2012-08-31 22:05,paulina,2,FAB-Age,FAB_Age,Age of client,BigIntegerField,0,0,0,NULL,NULL,NULL
852,1,2012-08-31 22:06,paulina,2,FAB-Date,FAB_Date,Date FAB test given,DateField,0,0,0,NULL,NULL,NULL
853,1,2012-08-31 22:06,paulina,2,FAB-Chart/File Number,FAB_ChartFile_Number,Chart/File number,BigIntegerField,0,0,0,NULL,NULL,NULL
854,1,2012-08-31 22:07,paulina,2,FAB-Assessed By,FAB_AssessedBy,Assessor name,CharField,0,0,0,NULL,NULL,30
855,1,2012-08-31 22:09,paulina,2,FAB-SIMILARITIES-1. A banana and orange,FAB_Sim_BananaOrange,Patient's ability to list similarities between banana and orange,BigIntegerField,0,0,0,NULL,NULL,NULL
856,1,2012-08-31 22:10,paulina,2,FAB-SIMILARITIES-2. A table and a chair,FAB_Sim_TableChair,Patient's ability to list similarities between table and chair,BigIntegerField,0,1,0,NULL,NULL,NULL
857,1,2012-08-31 22:11,paulina,2,"FAB-SIMILARITIES-3. A tulip, a rose and a daisy",FAB_Sim_TulipRoseDaisy,"Patient's ability to list similarities between a tulip, rose and daisy",BigIntegerField,0,1,0,NULL,NULL,NULL
858,1,2012-08-31 22:13,paulina,2,"FAB-LEXICAL FLUENCY-Say as many words as you can beginning with the letter ""S"", except surnames or proper names",FAB_LexicalFluency,Patient's lexical fluency,BigIntegerField,0,1,0,NULL,NULL,NULL
859,1,2012-08-31 22:14,paulina,2,FAB-MOTOR SERIES PROGRAMMING,FAB_MotorSeriesProgramming,Patient's ability to copy movement,BigIntegerField,0,1,0,NULL,NULL,NULL
860,1,2012-08-31 22:15,paulina,2,FAB-CONFLICTING INSTRUCTIONS-Tap twice when I tap once: series 1-1-1 Tap once when I tap twice: 2-2-2,FAB_ConflictInstruct_111222,Patient's ability to follow conflicting instructions,BigIntegerField,0,1,0,NULL,NULL,NULL
861,1,2012-08-31 22:17,paulina,2,FAB-GO NO GO (INHIBITORY CONTROL)-Tap once when I tap once: 1-1-1 Tap twice when I tap twice: 2-2-2,FAB_InhibControl_111222,Testing patient's inhibitory control,BigIntegerField,0,1,0,NULL,NULL,NULL
862,1,2012-08-31 22:18,paulina,2,FAB-ENVIRONMENTAL CONTROL,FAB_EnviroControl,Testing patient's response to environmental control,BigIntegerField,0,0,0,NULL,NULL,NULL
863,1,2012-08-31 22:20,paulina,2,FAB-Total Score,FAB_TotalScore,Total score of FAB test,BigIntegerField,0,1,0,NULL,NULL,NULL
864,1,2012-08-31 22:21,paulina,2,FAB-Comments,FAB_Comments,Comments,CharField,1,0,0,NULL,NULL,100
981,1,0000-00-00 00:00:00,mwloweri,2,Motor Disturbance,NPIMotorDisturbance,DESC,RadioButton,1,1,0,NULL,NULL,NULL
980,1,0000-00-00 00:00:00,mwloweri,2,Distress,NPIIffLabDistress,DESC,RadioButton,1,1,0,NULL,NULL,NULL
979,1,0000-00-00 00:00:00,mwloweri,2,Severity,NPIIrrLabSeverity,DESC,RadioButton,1,1,0,NULL,NULL,NULL
978,1,0000-00-00 00:00:00,mwloweri,2,Irritability and Lability,NPIIrritabilityLability,DESC,RadioButton,1,1,0,NULL,NULL,NULL
977,1,0000-00-00 00:00:00,mwloweri,2,Distress,NPIDisDistress,DESC,RadioButton,1,1,0,NULL,NULL,NULL
976,1,0000-00-00 00:00:00,mwloweri,2,Severity,NPIDisSeverity,DESC,RadioButton,1,1,0,NULL,NULL,NULL
975,1,0000-00-00 00:00:00,mwloweri,2,Disinhibition,NPIDisinhibition,DESC,RadioButton,1,1,0,NULL,NULL,NULL
974,1,0000-00-00 00:00:00,mwloweri,2,Distress,NPIApaIndDistress,DESC,RadioButton,1,1,0,NULL,NULL,NULL
973,1,0000-00-00 00:00:00,mwloweri,2,Severity,NPIApaIndSeverity,DESC,RadioButton,1,1,0,NULL,NULL,NULL
972,1,0000-00-00 00:00:00,mwloweri,2,Apathy and Indifference,NPIApathyIndifference,DESC,RadioButton,1,1,0,NULL,NULL,NULL
971,1,0000-00-00 00:00:00,mwloweri,2,Distress,NPIElaEupDistress,DESC,RadioButton,1,1,0,NULL,NULL,NULL
970,1,0000-00-00 00:00:00,mwloweri,2,Severity,NPIElaEupSeverity,DESC,RadioButton,1,1,0,NULL,NULL,NULL
969,1,0000-00-00 00:00:00,mwloweri,2,Elation and Euphoria,NPIElationEuphoria,DESC,RadioButton,1,1,0,NULL,NULL,NULL
968,1,0000-00-00 00:00:00,mwloweri,2,Distress,NPIAnxDistress,DESC,RadioButton,1,1,0,NULL,NULL,NULL
967,1,0000-00-00 00:00:00,mwloweri,2,Severity,NPIAnxSeverity,DESC,RadioButton,1,1,0,NULL,NULL,NULL
966,1,0000-00-00 00:00:00,mwloweri,2,Anxiety,NPIAnxiety,DESC,RadioButton,1,1,0,NULL,NULL,NULL
965,1,0000-00-00 00:00:00,mwloweri,2,Distress,NPIDepDysDistress,DESC,RadioButton,1,1,0,NULL,NULL,NULL
964,1,0000-00-00 00:00:00,mwloweri,2,Severity,NPIDepDysSeverity,DESC,RadioButton,1,1,0,NULL,NULL,NULL
963,1,0000-00-00 00:00:00,mwloweri,2,Depression and Dysphoria,NPIDepressionDysphoria,DESC,RadioButton,1,1,0,NULL,NULL,NULL
962,1,0000-00-00 00:00:00,mwloweri,2,Distress,NPIAggDistress,DESC,RadioButton,1,1,0,NULL,NULL,NULL
961,1,0000-00-00 00:00:00,mwloweri,2,Severity,NPIAggSeverity,DESC,RadioButton,1,1,0,NULL,NULL,NULL
960,1,0000-00-00 00:00:00,mwloweri,2,Aggitation and Aggression,NPIAggitationAggression,DESC,RadioButton,1,1,0,NULL,NULL,NULL
959,1,0000-00-00 00:00:00,mwloweri,2,Distress,NPIHallDistress,DESC,RadioButton,1,1,0,NULL,NULL,NULL
958,1,0000-00-00 00:00:00,mwloweri,2,Severity,NPIHallSeverity,DESC,RadioButton,1,1,0,NULL,NULL,NULL
957,1,0000-00-00 00:00:00,mwloweri,2,Hallucinations,NPIHallucinations,DESC,RadioButton,1,1,0,NULL,NULL,NULL
956,1,0000-00-00 00:00:00,mwloweri,2,Distress,NPIDelDistress,DESC,RadioButton,1,1,0,NULL,NULL,NULL
955,1,0000-00-00 00:00:00,mwloweri,2,Severity,NPIDelSeverity,DESC,RadioButton,1,1,0,NULL,NULL,NULL
954,1,0000-00-00 00:00:00,mwloweri,2,Delusions,NPIDelusions,DESC,RadioButton,1,1,0,NULL,NULL,NULL
953,1,0000-00-00 00:00:00,mwloweri,2,Other,NPIInformantOtherTxt,DESC,CharField,1,1,0,NULL,NULL,50
952,1,0000-00-00 00:00:00,mwloweri,2,Informant,NPIInformant,DESC,RadioButton,1,1,0,NULL,NULL,NULL
951,1,0000-00-00 00:00:00,mwloweri,2,Date,NPIDate,DESC,DateField,1,1,0,NULL,NULL,NULL
950,1,0000-00-00 00:00:00,mwloweri,2,Name of patient,NPIPtName,DESC,CharField,1,1,1,NULL,NULL,50
900,1,2012-08-31 1:01,mwloweri,2,Patient Name,RUDASPtName              ,DESC          ,CharField,1,1,0,0,0,50
901,1,2012-08-31 1:01,mwloweri,2,Date,RUDASDate                ,DESC          ,DateField,1,1,0,0,0,NULL
1001,1,2012-09-05 19:10,lisa,7,Limb Ataxia:  If present circle each limb YES or NO,limbAtaxiaIfPresentCircleEachLImbYesorNo,LimbAtaxia:  If present circle yes or no,RadioButton,0,0,0,NULL,NULL,NULL
902,1,2012-08-31 1:01,mwloweri,2,Show me your right foot,RUDASVSORightFoot        ,DESC          ,BooleanField,1,1,0,0,0,NULL
903,1,2012-08-31 1:01,mwloweri,2,Show me your left hand,RUDASVSOLeftHand         ,DESC          ,BooleanField,1,1,0,0,0,NULL
990,1,2012-09-05 17:40,lisa,7,"Motor Arm - No drift,limb holds 90 (or 45) degrees for full 10 seconds",noDriftLimbHolds90Or45DegreesForFull10Seconds,Motor Arm - No Drift,RadioButton,0,1,0,NULL,NULL,NULL
904,1,2012-08-31 1:01,mwloweri,2,With your right hand touch your left shoulder,RUDASVSORtHndLftShoul    ,DESC          ,BooleanField,1,1,0,0,0,NULL
905,1,2012-08-31 1:01,mwloweri,2,With your left hand touch your right ear,RUDASVSOLftHndRtEar      ,DESC          ,BooleanField,1,1,0,0,0,NULL
906,1,2012-08-31 1:01,mwloweri,2,Which is (indicate/point to) my left knee,RUDASVSOObsLftKnee       ,DESC          ,BooleanField,1,1,0,0,0,NULL
907,1,2012-08-31 1:01,mwloweri,2,Which is (indicate/point to) my right elbow,RUDASVSOObsRtElbow       ,DESC          ,BooleanField,1,1,0,0,0,NULL
908,1,2012-08-31 1:01,mwloweri,2,With your right hand indicate/point to my left eye,RUDASVSORtHandObsLftEye  ,DESC          ,BooleanField,1,1,0,0,0,NULL
909,1,2012-08-31 1:01,mwloweri,2,With your left hand indicate/point to my left foot,RUDASVSOLftHandObsLftFoot,DESC          ,BooleanField,1,1,0,0,0,NULL
910,1,2012-08-31 1:01,mwloweri,2,Visuospatial Orientation Total Score,RUDASVSOLTotalScore      ,DESC          ,BigIntegerField,1,1,0,0,0,NULL
911,1,2012-08-31 1:01,mwloweri,2,"I am going to show you an action/exercise with my hands.  I want you to watch me and copy what I do.  Copy me when I do this... (One hand in fist, the other palm donw on table - alternate simultaneously.) Now do it with me:  Now I would like you to keep doing this action at this pace until I tell you to stop - approximately 10 seconds. (Demonstrate at moderate walking pace).",RUDASPRAXTotalScore      ,DESC          ,RadioButton,1,1,0,0,0,NULL
912,1,2012-08-31 1:01,mwloweri,2,Has the person drawn a picture based on a square?,RUDASVCONDSquareImg      ,DESC          ,BooleanField,1,1,0,0,0,NULL
913,1,2012-08-31 1:01,mwloweri,2,Do all internal lines appear in person's drawing?,RUDASVCONDInternalLines  ,DESC          ,BooleanField,1,1,0,0,0,NULL
914,1,2012-08-31 1:01,mwloweri,2,Do all external lines appear in person's drawing?,RUDASVCONDExternalLines  ,DESC          ,BooleanField,1,1,0,0,0,NULL
915,1,2012-08-31 1:01,mwloweri,2,Visuoconstructional Drawing Total Score,RUDASVCONDTotalScore     ,DESC          ,BigIntegerField,1,1,0,0,0,NULL
916,1,2012-08-31 1:01,mwloweri,2,Record exactly what patient says and underscore all parts of response which were prompted.,RUDASJudgementText       ,DESC          ,TextField,1,1,0,0,0,NULL
917,1,2012-08-31 1:01,mwloweri,2,Did person indicate that they would look for traffic?,RUDASJudgementTraffic  ,DESC          ,RadioButton,1,1,0,0,0,NULL
918,1,2012-08-31 1:01,mwloweri,2,Did person make any additional safety proposals?,RUDASJudgementAddSafety  ,DESC          ,RadioButton,1,1,0,0,0,NULL
919,1,2012-08-31 1:01,mwloweri,2,Judgement Total Score,RUDASJudgementTotalScore ,DESC          ,BigIntegerField,1,1,0,0,0,NULL
920,1,2012-08-31 1:01,mwloweri,2,Tea,RUDASMemoryTea           ,DESC          ,BooleanField,1,1,0,0,0,NULL
1000,1,2012-09-05 19:06,lisa,7,Limb Ataxia:,limbAtaxia2,Limb Ataxia:,RadioButton,1,0,0,NULL,NULL,NULL
921,1,2012-08-31 1:01,mwloweri,2,Cooking Oil,RUDASMemoryOil           ,DESC          ,BooleanField,1,1,0,0,0,NULL
922,1,2012-08-31 1:01,mwloweri,2,Eggs,RUDASMemoryEggs          ,DESC          ,BooleanField,1,1,0,0,0,0
923,1,2012-08-31 1:01,mwloweri,2,Soap,RUDASMemorySoap          ,DESC          ,BooleanField,1,1,0,0,0,NULL
999,1,2012-09-05 18:10,lisa,7,Limb Ataxia,limbAtaxia,Limb Ataxia,CharField,0,0,0,NULL,NULL,15
924,1,2012-08-31 1:01,mwloweri,2,Was a prompt given for tea?,RUDASMemoryPrompted      ,DESC          ,BooleanField,1,1,0,0,0,NULL
925,1,2012-08-31 1:01,mwloweri,2,Memory Total Score,RUDASMemoryTotal         ,DESC          ,BigIntegerField,1,1,0,0,0,NULL
926,1,2012-08-31 1:01,mwloweri,2,Animal 1,RUDASLangAnimal1         ,DESC          ,CharField,1,1,0,0,0,50
927,1,2012-08-31 1:01,mwloweri,2,Animal 2,RUDASLangAnimal2         ,DESC          ,CharField,1,1,0,0,0,50
998,1,2012-09-05 18:08,lisa,7,6B Right,6bRight,6B Right,CharField,1,0,0,NULL,NULL,15
928,1,2012-08-31 1:01,mwloweri,2,Animal 3,RUDASLangAnimal3         ,DESC          ,CharField,1,1,0,0,0,50
929,1,2012-08-31 1:01,mwloweri,2,Animal 4,RUDASLangAnimal4         ,DESC          ,CharField,1,1,0,0,0,50
930,1,2012-08-31 1:01,mwloweri,2,Animal 5,RUDASLangAnimal5         ,DESC          ,CharField,1,1,0,0,0,50
997,1,2012-09-05 18:07,lisa,7,Motor Leg 6A Left,motorLeg6ALeft,Motor Leg 6A Left,CharField,1,0,0,NULL,NULL,15
931,1,2012-08-31 1:01,mwloweri,2,Animal 6,RUDASLangAnimal6         ,DESC          ,CharField,1,1,0,0,0,50
